order_id,customer_id,postal_code,order_date,ship_mode_code,shipping_date
CA-2021-169691,Dp-13240,55369.0,2021-06-15,1,2021-06-18
CA-2021-125472,BD-11725,70506.0,2021-05-30,1,2021-05-31
CA-2019-168809,MC-18100,77041.0,2019-08-25,0,2019-08-25
CA-2019-168746,SV-20365,44105.0,2019-01-27,2,2019-01-29
CA-2019-168564,TT-21220,94109.0,2019-08-08,0,2019-08-08
CA-2020-122903,LA-16780,48205.0,2020-05-27,2,2020-05-29
CA-2021-105333,VP-21730,10011.0,2021-11-30,S,2021-12-04
CA-2018-140732,MA-17560,90004.0,2018-11-11,2,2018-11-13
CA-2021-104801,FH-14350,98105.0,2021-02-13,S,2021-02-19
US-2020-113649,HA-14920,28314.0,2020-08-09,1,2020-08-12
US-2020-108637,AB-10060,22980.0,2020-03-13,S,2020-03-18
CA-2021-104619,KD-16495,95123.0,2021-01-24,S,2021-01-29
CA-2020-125087,TH-21115,77070.0,2020-04-18,S,2020-04-23
CA-2021-103443,AT-10735,10009.0,2021-12-17,S,2021-12-23
CA-2021-169327,MH-17290,90008.0,2021-09-02,2,2021-09-04
CA-2019-105102,BM-11575,10035.0,2019-09-15,2,2019-09-19
CA-2019-104948,KH-16510,92404.0,2019-11-13,S,2019-11-17
CA-2019-104514,CB-12535,19711.0,2019-01-02,2,2019-01-04
CA-2021-126956,GT-14710,55044.0,2021-08-21,S,2021-08-28
CA-2019-167745,GB-14530,90049.0,2019-09-18,S,2019-09-23
CA-2018-138450,EH-13765,19134.0,2018-10-18,S,2018-10-22
US-2020-108455,MK-18160,94122.0,2020-12-02,S,2020-12-08
US-2020-107440,BS-11365,8701.0,2020-04-16,S,2020-04-20
US-2020-103646,SP-20545,60623.0,2020-04-21,S,2020-04-26
CA-2019-162621,CA-12055,77036.0,2019-09-05,S,2019-09-11
CA-2021-128944,KH-16330,43055.0,2021-06-19,2,2021-06-21
CA-2019-165050,AH-10210,10024.0,2019-12-07,1,2019-12-09
CA-2019-106978,ZC-21910,80013.0,2019-09-28,S,2019-10-04
CA-2019-106187,RF-19345,30344.0,2019-06-23,S,2019-06-29
CA-2019-105690,CA-11965,77642.0,2019-11-21,2,2019-11-26
CA-2021-168228,AP-10915,90045.0,2021-04-27,1,2021-04-29
CA-2019-109190,CC-12685,79424.0,2019-10-23,S,2019-10-28
CA-2021-128328,PO-18865,46203.0,2021-08-05,S,2021-08-09
CA-2021-128076,BO-11350,92105.0,2021-02-02,S,2021-02-07
US-2020-116729,GK-14620,90049.0,2020-12-25,1,2020-12-28
US-2020-116365,CA-12310,78207.0,2020-01-03,S,2020-01-08
CA-2021-103212,MH-18025,70506.0,2021-10-13,1,2021-10-14
CA-2021-102974,DP-13105,90032.0,2021-09-19,S,2021-09-24
CA-2020-126529,DE-13255,45503.0,2020-01-11,2,2020-01-13
CA-2021-102736,LP-17095,37918.0,2021-09-05,S,2021-09-09
CA-2021-102414,JA-15970,85023.0,2021-05-15,2,2021-05-18
CA-2021-102407,AT-10435,90004.0,2021-12-09,2,2021-12-13
CA-2018-134572,SV-20365,77070.0,2018-04-20,2,2018-04-22
CA-2018-134551,TS-21505,38401.0,2018-12-20,S,2018-12-25
CA-2018-134215,ML-17395,4401.0,2018-08-04,S,2018-08-08
CA-2018-133830,RL-19615,90045.0,2018-12-05,S,2018-12-10
CA-2018-133753,CW-11905,77340.0,2018-06-09,2,2018-06-13
CA-2021-102379,BB-11545,94601.0,2021-12-02,S,2021-12-06
CA-2021-102337,SD-20485,60653.0,2021-06-13,1,2021-06-16
CA-2021-102204,CJ-12010,32216.0,2021-05-01,S,2021-05-06
CA-2021-102197,DK-13150,10009.0,2021-12-20,S,2021-12-26
CA-2019-108588,BG-11695,10009.0,2019-01-05,S,2019-01-10
CA-2021-167661,MP-18175,94110.0,2021-10-05,S,2021-10-10
CA-2019-163055,DS-13180,48227.0,2019-08-09,S,2019-08-16
CA-2019-162964,MF-18250,77095.0,2019-11-12,S,2019-11-18
CA-2019-162761,SC-20575,33178.0,2019-10-09,S,2019-10-13
US-2020-127971,DW-13195,77095.0,2020-11-20,S,2020-11-27
CA-2021-100615,SJ-20215,60653.0,2021-04-20,S,2021-04-24
CA-2021-100524,CM-12115,10011.0,2021-03-31,2,2021-04-02
CA-2019-109638,JH-15985,98115.0,2019-12-15,S,2019-12-22
CA-2019-109512,LF-17185,10011.0,2019-03-05,0,2019-03-05
CA-2021-167395,KM-16720,1852.0,2021-12-02,1,2021-12-04
CA-2019-161998,DB-13120,33614.0,2019-05-01,S,2019-05-05
CA-2019-109001,KN-16390,19120.0,2019-03-05,S,2019-03-09
CA-2021-102099,EP-13915,90008.0,2021-12-18,1,2021-12-19
CA-2021-101805,SH-19975,98105.0,2021-12-01,S,2021-12-06
US-2020-126431,SU-20665,10009.0,2020-07-01,0,2020-07-01
US-2020-119046,EH-13765,98115.0,2020-06-02,S,2020-06-06
CA-2021-101483,AG-10675,28540.0,2021-07-29,2,2021-08-01
CA-2020-128811,SF-20200,98103.0,2020-09-12,S,2020-09-16
CA-2020-128671,MT-18070,74133.0,2020-08-11,S,2020-08-16
US-2020-131114,RW-19630,60610.0,2020-12-09,2,2020-12-13
CA-2018-130428,TG-21640,33614.0,2018-03-31,0,2018-03-31
US-2020-133879,KT-16465,60623.0,2020-03-21,S,2020-03-28
US-2020-143280,TZ-21580,90045.0,2020-02-22,S,2020-02-26
CA-2018-129147,LC-17050,44256.0,2018-11-02,S,2018-11-06
CA-2021-131618,LS-17200,60076.0,2021-06-17,1,2021-06-20
CA-2021-131254,NC-18415,77095.0,2021-11-19,1,2021-11-21
CA-2021-167094,DK-12835,97477.0,2021-10-21,1,2021-10-22
CA-2019-110863,AA-10645,73120.0,2019-11-17,S,2019-11-24
CA-2019-110814,BD-11635,10009.0,2019-12-05,2,2019-12-09
CA-2021-166695,CC-12430,90712.0,2021-05-20,S,2021-05-24
CA-2021-130841,MH-17620,94110.0,2021-07-28,S,2021-08-01
CA-2021-130386,NG-18430,78745.0,2021-11-12,S,2021-11-18
CA-2021-130351,RB-19570,47201.0,2021-12-05,1,2021-12-08
CA-2019-110324,MA-17560,49201.0,2019-12-01,S,2019-12-05
CA-2018-131905,ND-18460,23320.0,2018-02-06,1,2018-02-09
CA-2018-131541,CK-12205,32712.0,2018-07-28,0,2018-07-28
CA-2020-130477,LC-17140,90032.0,2020-04-08,S,2020-04-12
CA-2020-130400,SJ-20125,75217.0,2020-03-08,S,2020-03-12
CA-2020-130393,JM-15865,76903.0,2020-12-01,2,2020-12-03
CA-2021-100013,ZC-21910,90045.0,2021-11-06,S,2021-11-11
CA-2019-156734,BV-11245,37167.0,2019-06-18,1,2019-06-20
CA-2021-132521,DW-13540,98105.0,2021-09-23,2,2021-09-25
CA-2021-166184,HR-14830,10035.0,2021-03-24,1,2021-03-27
CA-2019-111829,FH-14365,98115.0,2019-03-19,1,2019-03-20
CA-2019-111780,RA-19285,92037.0,2019-12-25,2,2019-12-30
CA-2019-111395,VB-21745,78207.0,2019-11-23,S,2019-11-27
CA-2019-111339,VP-21760,43229.0,2019-05-29,1,2019-05-31
CA-2019-111164,SE-20110,10009.0,2019-04-11,S,2019-04-15
US-2020-137295,VS-21820,27604.0,2020-01-08,S,2020-01-13
US-2020-135923,CM-11935,28314.0,2020-01-22,S,2020-01-28
US-2020-135720,FM-14380,80013.0,2020-12-11,2,2020-12-13
CA-2018-130624,TB-21280,10024.0,2018-06-21,1,2018-06-24
US-2020-152051,TS-21160,17403.0,2020-06-25,S,2020-06-29
CA-2018-127012,GM-14680,98105.0,2018-08-11,S,2018-08-15
CA-2019-112305,KB-16405,98105.0,2019-11-20,S,2019-11-25
CA-2021-165841,DB-13210,7501.0,2021-12-21,S,2021-12-28
CA-2021-165757,PL-18925,19140.0,2021-06-22,S,2021-06-28
CA-2021-164707,CV-12805,90045.0,2021-02-18,2,2021-02-21
CA-2021-164364,CS-12355,98115.0,2021-11-12,S,2021-11-16
CA-2021-132682,TH-21235,75081.0,2021-06-08,2,2021-06-10
CA-2019-157812,DB-13210,77041.0,2019-03-22,S,2019-03-26
CA-2019-157343,HD-14785,19143.0,2019-06-07,S,2019-06-11
CA-2018-128524,MZ-17515,98115.0,2018-11-11,1,2018-11-13
US-2020-140158,DR-12940,2908.0,2020-10-04,S,2020-10-08
US-2020-139262,LC-16960,33614.0,2020-02-21,S,2020-02-25
CA-2021-100314,AS-10630,77506.0,2021-09-29,S,2021-10-05
CA-2021-100230,AA-10375,10035.0,2021-12-11,S,2021-12-15
CA-2021-100160,CB-12025,19134.0,2021-09-07,S,2021-09-11
CA-2019-155334,HA-14920,94109.0,2019-07-30,1,2019-07-31
CA-2019-155068,RA-19285,33801.0,2019-10-23,0,2019-10-23
CA-2019-155054,PS-19045,4240.0,2019-06-13,S,2019-06-19
CA-2019-154823,KN-16390,45503.0,2019-08-21,S,2019-08-25
CA-2021-133823,LP-17080,98103.0,2021-05-11,0,2021-05-12
CA-2021-133648,ML-17755,97477.0,2021-06-25,S,2021-07-02
CA-2019-113173,DK-13225,60653.0,2019-11-15,2,2019-11-17
CA-2021-133263,JE-15610,30318.0,2021-03-31,2,2021-04-02
CA-2021-133256,TH-21550,48227.0,2021-06-26,1,2021-06-27
CA-2019-156510,EH-13990,6450.0,2019-09-25,S,2019-09-29
CA-2019-156482,IL-15100,19805.0,2019-02-06,S,2019-02-13
CA-2019-156335,PO-19195,7002.0,2019-09-25,2,2019-09-28
CA-2018-127964,AP-10720,10035.0,2018-03-03,S,2018-03-08
CA-2018-127614,NF-18385,23320.0,2018-02-11,S,2018-02-15
CA-2018-127558,SS-20410,90008.0,2018-11-15,1,2018-11-18
US-2020-146570,SN-20710,39212.0,2020-05-15,S,2020-05-20
CA-2020-169957,SN-20710,98042.0,2020-09-26,S,2020-09-30
CA-2020-169922,MZ-17515,76017.0,2020-06-11,S,2020-06-17
CA-2020-169887,MS-17530,98105.0,2020-10-22,0,2020-10-22
CA-2020-169838,BB-11545,49201.0,2020-11-25,S,2020-11-29
CA-2020-169824,NS-18640,10009.0,2020-12-12,S,2020-12-17
CA-2020-131289,SP-20620,94110.0,2020-12-08,S,2020-12-14
CA-2020-131065,AA-10375,30318.0,2020-11-14,2,2020-11-16
CA-2020-130946,ZC-21910,77041.0,2020-04-08,S,2020-04-12
CA-2018-126193,SS-20410,60543.0,2018-09-07,S,2018-09-14
CA-2021-163160,TS-21610,61032.0,2021-10-13,1,2021-10-16
CA-2021-163139,CC-12670,10009.0,2021-12-01,2,2021-12-03
CA-2019-114069,ND-18370,10035.0,2019-07-13,2,2019-07-15
CA-2021-163006,GH-14410,60653.0,2021-06-30,2,2021-07-04
CA-2021-162978,LW-16990,94109.0,2021-05-04,S,2021-05-09
CA-2021-134306,TD-20995,1852.0,2021-07-08,S,2021-07-12
CA-2019-155586,XP-21865,95928.0,2019-12-12,2,2019-12-16
CA-2020-133795,JE-15475,92037.0,2020-12-18,S,2020-12-24
CA-2020-133697,CM-12445,77095.0,2020-10-20,2,2020-10-24
CA-2020-133613,CP-12340,6708.0,2020-06-17,S,2020-06-22
CA-2021-162565,RR-19315,60505.0,2021-12-11,0,2021-12-11
CA-2019-115945,AB-10165,90045.0,2019-06-25,S,2019-07-01
CA-2019-154326,RP-19855,53142.0,2019-02-15,S,2019-02-19
CA-2018-125612,BK-11260,10035.0,2018-08-03,S,2018-08-08
CA-2018-125514,BM-11650,68104.0,2018-09-21,1,2018-09-22
US-2020-155173,JB-16045,19120.0,2020-03-06,S,2020-03-10
US-2020-155103,JF-15190,10024.0,2020-12-02,S,2020-12-07
CA-2020-131835,MC-17590,8861.0,2020-07-17,S,2020-07-21
CA-2020-131744,SC-20770,19134.0,2020-06-18,2,2020-06-20
CA-2020-131737,GZ-14470,21044.0,2020-03-17,0,2020-03-17
CA-2020-168032,DF-13135,61107.0,2020-01-30,S,2020-02-03
US-2020-160528,MH-18115,78577.0,2020-08-23,S,2020-08-30
US-2020-150147,JL-15850,19134.0,2020-04-25,2,2020-04-29
CA-2020-133340,LH-17155,49201.0,2020-12-09,S,2020-12-13
CA-2020-134474,AJ-10795,32216.0,2020-01-05,2,2020-01-07
CA-2020-134348,MS-17710,85204.0,2020-11-12,S,2020-11-19
CA-2020-133935,JW-15220,92105.0,2020-09-18,S,2020-09-22
US-2020-165505,CB-12535,5401.0,2020-01-23,S,2020-01-27
US-2020-165078,MA-17995,46226.0,2020-11-05,S,2020-11-10
US-2020-163881,SP-20860,90036.0,2020-11-24,S,2020-11-30
US-2021-101539,VM-21685,98105.0,2021-03-16,2,2021-03-18
CA-2021-137449,ME-17725,75220.0,2021-06-29,1,2021-06-30
CA-2021-136651,JF-15355,91104.0,2021-04-23,2,2021-04-25
CA-2019-118871,HM-14860,90049.0,2019-12-04,2,2019-12-09
CA-2019-118738,AG-10495,77041.0,2019-10-24,S,2019-10-30
CA-2021-135909,JW-15220,95823.0,2021-10-13,S,2021-10-20
CA-2019-153038,RB-19645,38109.0,2019-12-18,S,2019-12-25
CA-2018-124688,CC-12610,22153.0,2018-08-27,1,2018-08-29
CA-2020-167507,SA-20830,97756.0,2020-12-22,S,2020-12-28
US-2021-100048,RS-19765,10550.0,2021-05-19,S,2021-05-24
US-2020-168620,RB-19795,28205.0,2020-12-24,2,2020-12-28
US-2020-168410,BV-11245,11572.0,2020-02-21,S,2020-02-26
CA-2020-165316,JB-15400,33614.0,2020-07-23,S,2020-07-27
CA-2020-165169,JL-15235,19711.0,2020-06-05,S,2020-06-11
CA-2020-135265,CC-12370,90045.0,2020-07-07,2,2020-07-09
CA-2020-134936,ES-14080,85705.0,2020-12-19,S,2020-12-25
CA-2020-134789,CK-12325,71901.0,2020-04-08,S,2020-04-15
CA-2020-164784,HF-14995,38109.0,2020-05-01,1,2020-05-04
CA-2019-120103,MS-17365,85023.0,2019-12-24,S,2019-12-29
CA-2019-149909,RA-19915,47201.0,2019-11-13,S,2019-11-17
CA-2019-149748,EM-13825,7501.0,2019-05-31,2,2019-06-02
CA-2019-149713,TG-21640,90805.0,2019-09-18,2,2019-09-22
CA-2021-138289,AR-10540,49201.0,2021-01-16,2,2021-01-18
CA-2021-137596,BE-11335,49201.0,2021-09-02,S,2021-09-07
CA-2021-137498,LC-17050,90004.0,2021-09-09,2,2021-09-14
US-2021-102288,ZC-21910,77095.0,2021-06-19,S,2021-06-23
CA-2020-136770,SP-20650,44312.0,2020-08-14,S,2020-08-18
CA-2020-163804,DB-13270,2908.0,2020-12-02,S,2020-12-08
CA-2020-163594,JF-15295,90036.0,2020-04-12,1,2020-04-14
CA-2020-163398,CB-12415,60653.0,2020-05-03,S,2020-05-08
CA-2021-160633,BS-11380,43402.0,2021-11-16,S,2021-11-21
CA-2019-149587,KB-16315,55407.0,2019-01-31,2,2019-02-05
CA-2019-149342,TS-21160,31907.0,2019-04-20,S,2019-04-25
CA-2019-149083,SH-19975,98103.0,2019-09-25,S,2019-09-30
CA-2019-148712,JM-15535,10035.0,2019-04-17,S,2019-04-23
CA-2021-139353,JM-15250,28314.0,2021-10-28,2,2021-10-30
CA-2021-139304,VG-21790,94109.0,2021-01-29,S,2021-02-02
CA-2021-139199,DK-12835,48234.0,2021-12-09,S,2021-12-13
CA-2021-161333,JL-15835,90045.0,2021-02-02,S,2021-02-07
CA-2018-121762,ML-17395,98103.0,2018-02-14,S,2018-02-18
CA-2018-121573,SG-20605,10009.0,2018-11-03,S,2018-11-07
US-2021-105046,BE-11335,13440.0,2021-07-17,S,2021-07-23
CA-2020-137848,WB-21850,10011.0,2020-01-15,S,2020-01-21
CA-2020-137337,GB-14575,10011.0,2020-03-08,S,2020-03-12
CA-2020-137239,CR-12730,43229.0,2020-08-22,S,2020-08-28
CA-2020-162390,DP-13105,11550.0,2020-12-06,S,2020-12-12
CA-2020-162383,MD-17350,43130.0,2020-09-05,S,2020-09-11
CA-2019-147788,TM-21010,84057.0,2019-05-31,S,2019-06-04
CA-2021-140151,RB-19360,98115.0,2021-03-23,1,2021-03-25
CA-2019-121965,LH-17155,90032.0,2019-06-19,S,2019-06-23
CA-2019-118955,LS-17230,75051.0,2019-06-16,S,2019-06-20
CA-2019-120901,BG-11035,78745.0,2019-12-31,S,2020-01-04
CA-2019-120880,JL-15850,98105.0,2019-05-29,S,2019-06-03
CA-2019-120621,JW-16075,28540.0,2019-03-21,S,2019-03-26
CA-2020-164511,DJ-13630,10024.0,2020-11-19,S,2020-11-24
CA-2018-120768,IM-15070,35630.0,2018-12-19,2,2018-12-21
CA-2018-120544,SS-20140,75150.0,2018-11-23,S,2018-11-27
US-2021-106663,MO-17800,60653.0,2021-06-09,S,2021-06-13
CA-2018-116932,ME-18010,94122.0,2018-07-21,S,2018-07-25
CA-2018-116190,SG-20470,30318.0,2018-07-26,S,2018-08-01
CA-2021-159149,CR-12820,77041.0,2021-02-17,1,2021-02-19
CA-2021-158743,IG-15085,72209.0,2021-10-20,S,2021-10-27
CA-2019-124891,RH-19495,10024.0,2019-07-31,0,2019-07-31
CA-2021-140676,BF-11080,21215.0,2021-09-12,1,2021-09-15
CA-2021-140627,DK-12985,37075.0,2021-12-23,S,2021-12-27
CA-2021-140585,RA-19915,92024.0,2021-12-18,2,2021-12-23
CA-2021-140326,HW-14935,60653.0,2021-09-04,1,2021-09-06
CA-2019-146948,MG-17890,21215.0,2019-07-16,S,2019-07-20
CA-2019-148180,BP-11095,93030.0,2019-07-26,S,2019-07-31
CA-2018-119375,YC-21895,19711.0,2018-11-17,S,2018-11-22
CA-2018-119144,JD-16150,90008.0,2018-11-16,1,2018-11-18
CA-2018-118962,CS-12130,90004.0,2018-08-05,S,2018-08-09
US-2021-105389,DM-13015,78207.0,2021-10-23,2,2021-10-28
CA-2020-138478,DP-13390,89031.0,2020-10-21,2,2020-10-26
CA-2020-162082,JS-15880,78550.0,2020-03-14,1,2020-03-17
CA-2020-161473,TB-21175,10035.0,2020-04-01,S,2020-04-05
US-2021-116897,JG-15160,83201.0,2021-05-27,1,2021-05-29
CA-2019-124653,DB-13120,14609.0,2019-12-24,1,2019-12-26
CA-2019-124450,GT-14710,20016.0,2019-04-27,S,2019-05-03
CA-2019-123939,MS-17710,43402.0,2019-08-24,2,2019-08-26
CA-2021-158379,JA-15970,19134.0,2021-09-22,2,2021-09-26
CA-2021-158071,BD-11320,98103.0,2021-06-10,S,2021-06-15
CA-2019-122973,PJ-19015,10024.0,2019-07-18,2,2019-07-20
CA-2019-122210,WB-21850,19134.0,2019-11-30,S,2019-12-04
CA-2020-162236,ER-13855,28205.0,2020-11-04,2,2020-11-06
CA-2020-139269,JB-16045,31907.0,2020-05-25,S,2020-05-30
US-2021-108343,AR-10825,10009.0,2021-07-20,S,2021-07-25
US-2021-107979,FO-14305,85301.0,2021-06-08,S,2021-06-13
US-2021-107384,TP-21130,55901.0,2021-12-04,S,2021-12-08
CA-2018-114125,GH-14410,90049.0,2018-07-09,S,2018-07-13
CA-2018-113929,CK-12205,11550.0,2018-06-16,S,2018-06-21
CA-2018-116407,JF-15190,37604.0,2018-11-15,S,2018-11-21
CA-2020-160745,AR-10825,98661.0,2020-12-11,2,2020-12-16
CA-2020-160717,ME-17320,93101.0,2020-06-06,S,2020-06-11
CA-2020-140018,CK-12205,43229.0,2020-11-21,S,2020-11-26
CA-2020-160220,JS-16030,48183.0,2020-10-20,S,2020-10-26
CA-2020-160129,LS-17200,19140.0,2020-11-23,0,2020-11-23
CA-2019-124919,SP-20650,95123.0,2019-05-31,1,2019-06-02
CA-2021-141929,RA-19285,90004.0,2021-09-04,S,2021-09-08
CA-2019-145394,MC-17605,60610.0,2019-11-16,S,2019-11-20
CA-2021-140963,MT-18070,90045.0,2021-06-10,1,2021-06-13
CA-2018-115133,DA-13450,43130.0,2018-09-26,S,2018-09-30
US-2021-111024,SZ-20035,43130.0,2021-07-03,2,2021-07-06
US-2021-110646,JF-15190,19134.0,2021-10-26,S,2021-10-31
US-2021-110604,JF-15295,98103.0,2021-05-15,S,2021-05-20
CA-2018-112326,PO-19195,60540.0,2018-01-04,S,2018-01-08
US-2021-118941,BB-11545,21044.0,2021-08-12,0,2021-08-12
US-2021-118038,KB-16600,77041.0,2021-12-09,1,2021-12-11
CA-2020-159373,LT-17110,78207.0,2020-03-13,S,2020-03-18
CA-2020-158841,SE-20110,22204.0,2020-02-02,2,2020-02-04
CA-2019-127453,JK-15370,19143.0,2019-12-19,1,2019-12-20
CA-2019-127173,GM-14500,11572.0,2019-09-26,S,2019-10-03
CA-2019-126697,SV-20815,77041.0,2019-09-21,1,2019-09-24
CA-2021-155880,JD-16150,53209.0,2021-03-25,S,2021-03-31
CA-2021-155873,AB-10255,88220.0,2021-06-16,S,2021-06-21
CA-2021-143063,IL-15100,47201.0,2021-08-10,S,2021-08-15
CA-2021-143035,CC-12430,10009.0,2021-10-03,2,2021-10-05
CA-2021-142622,JK-15625,98115.0,2021-10-30,1,2021-11-02
CA-2021-142034,KB-16240,56301.0,2021-09-24,S,2021-09-28
CA-2018-114321,NC-18535,23666.0,2018-08-20,S,2018-08-25
CA-2018-114195,EA-14035,45040.0,2018-11-01,1,2018-11-03
CA-2020-142405,SE-20110,98103.0,2020-06-11,S,2020-06-15
CA-2020-142097,QJ-19255,22153.0,2020-10-15,S,2020-10-20
CA-2020-158568,RB-19465,60610.0,2020-08-29,S,2020-09-02
CA-2020-158435,AG-10900,6708.0,2020-05-17,1,2020-05-18
CA-2018-112291,KE-16420,90008.0,2018-04-03,S,2018-04-08
CA-2018-112158,DP-13165,10035.0,2018-12-02,1,2018-12-04
CA-2018-110555,MM-18055,59405.0,2018-04-11,S,2018-04-18
CA-2021-143574,DR-12880,6460.0,2021-06-29,1,2021-07-02
CA-2019-128083,EB-13750,33317.0,2019-03-12,S,2019-03-17
CA-2019-127824,JC-15775,98115.0,2019-10-18,S,2019-10-22
CA-2021-154116,KM-16660,90301.0,2021-12-15,S,2021-12-19
CA-2021-143259,PO-18865,10009.0,2021-12-30,S,2022-01-03
CA-2019-143147,PS-18760,78207.0,2019-05-26,2,2019-05-28
CA-2021-143112,TS-21370,10035.0,2021-10-05,S,2021-10-09
US-2021-119816,TT-21460,77095.0,2021-03-04,2,2021-03-06
CA-2018-113320,LH-17155,94601.0,2018-12-12,2,2018-12-15
CA-2021-152485,JD-15790,75019.0,2021-09-04,S,2021-09-08
CA-2019-141327,LR-16915,27707.0,2019-11-30,1,2019-12-03
CA-2019-141243,AH-10465,75217.0,2019-01-03,2,2019-01-08
CA-2019-140984,CC-12685,10011.0,2019-09-14,S,2019-09-18
CA-2019-140410,CM-12655,90008.0,2019-11-03,S,2019-11-07
CA-2021-153871,RB-19435,7060.0,2021-12-11,S,2021-12-17
CA-2021-153843,SC-20380,6824.0,2021-03-13,1,2021-03-15
CA-2019-129322,DB-13405,1841.0,2019-08-08,2,2019-08-10
CA-2021-152933,MG-17650,75081.0,2021-10-12,S,2021-10-16
CA-2021-144498,MB-18085,28205.0,2021-05-06,0,2021-05-06
CA-2021-144064,CP-12085,62301.0,2021-08-29,1,2021-09-01
CA-2018-110408,AS-10225,36116.0,2018-10-18,2,2018-10-20
US-2021-125647,LC-16870,60653.0,2021-09-23,S,2021-09-28
CA-2020-158001,JP-15460,10035.0,2020-08-23,S,2020-08-27
CA-2020-143476,LC-16930,85023.0,2020-09-11,1,2020-09-13
CA-2020-157707,CC-12610,80219.0,2020-10-10,1,2020-10-12
CA-2018-108903,DO-13435,43229.0,2018-10-03,0,2018-10-03
US-2021-130687,PF-19225,98026.0,2021-09-07,1,2021-09-10
US-2021-128951,RS-19420,23434.0,2021-07-15,1,2021-07-17
CA-2020-157511,SV-20365,43229.0,2020-09-18,1,2020-09-20
CA-2020-157280,LW-17125,23464.0,2020-11-05,1,2020-11-07
CA-2020-144764,RL-19615,60623.0,2020-09-02,S,2020-09-08
CA-2020-144092,LH-17155,95123.0,2020-11-05,2,2020-11-07
CA-2020-144015,AH-10075,90036.0,2020-06-26,0,2020-06-26
CA-2021-144848,DS-13030,10009.0,2021-04-04,1,2021-04-05
CA-2019-130792,RA-19915,77095.0,2019-04-28,S,2019-05-05
CA-2019-130785,AG-10900,92105.0,2019-09-05,S,2019-09-09
CA-2019-130659,MS-17365,10035.0,2019-12-04,2,2019-12-09
CA-2019-130204,DB-13120,94122.0,2019-09-03,S,2019-09-09
CA-2019-130022,JK-16120,55122.0,2019-08-10,S,2019-08-16
CA-2019-129917,HM-14980,90008.0,2019-10-02,1,2019-10-03
CA-2021-152583,RA-19945,75217.0,2021-10-30,0,2021-10-30
CA-2020-145303,TP-21415,75081.0,2020-08-28,1,2020-08-31
CA-2020-156573,RB-19360,37211.0,2020-05-29,S,2020-06-02
CA-2020-156265,BF-11020,90032.0,2020-08-02,2,2020-08-04
CA-2018-107398,BS-11590,43229.0,2018-08-25,S,2018-08-30
US-2021-133200,DB-13555,76106.0,2021-05-06,S,2021-05-11
CA-2020-146157,RD-19720,60610.0,2020-11-21,S,2020-11-26
CA-2020-145919,HG-14965,90032.0,2020-12-18,S,2020-12-23
CA-2021-152198,JD-16015,43615.0,2021-09-09,1,2021-09-10
CA-2019-130883,TB-21520,97206.0,2019-09-26,S,2019-10-02
CA-2021-151981,GM-14455,3301.0,2021-08-06,S,2021-08-12
CA-2019-139164,CS-12355,90805.0,2019-06-23,S,2019-06-28
CA-2019-138954,MH-17785,10035.0,2019-11-15,1,2019-11-17
CA-2019-138674,KB-16585,97477.0,2019-11-14,1,2019-11-17
CA-2021-145037,TB-21055,6450.0,2021-09-02,2,2021-09-07
CA-2021-144932,AB-10165,43615.0,2021-04-14,1,2021-04-17
CA-2018-109918,LR-17035,95051.0,2018-09-07,2,2018-09-12
CA-2020-145905,AM-10705,36830.0,2020-09-18,S,2020-09-23
CA-2020-145730,CC-12220,78207.0,2020-03-03,S,2020-03-08
CA-2020-155481,DK-13225,19140.0,2020-09-01,S,2020-09-05
US-2021-140907,BP-11185,98103.0,2021-12-10,2,2021-12-12
US-2021-139465,MR-17545,10024.0,2021-08-27,1,2021-08-30
US-2021-136868,CR-12820,10035.0,2021-10-06,S,2021-10-12
CA-2020-154711,TB-21355,10009.0,2020-11-22,S,2020-11-26
CA-2019-131884,DK-13375,43302.0,2019-12-06,0,2019-12-06
CA-2019-131856,JG-15160,77041.0,2019-05-12,S,2019-05-17
CA-2019-137946,DB-13615,90045.0,2019-09-01,2,2019-09-04
CA-2019-137897,PJ-18835,10035.0,2019-11-14,S,2019-11-19
CA-2019-137708,NG-18430,90008.0,2019-11-22,2,2019-11-25
CA-2019-137526,PB-19150,90004.0,2019-01-13,S,2019-01-17
CA-2021-145772,SS-20140,90036.0,2021-06-03,S,2021-06-07
CA-2021-145765,CM-11815,85023.0,2021-05-28,S,2021-06-02
CA-2021-145429,SW-20455,92124.0,2021-07-21,S,2021-07-25
US-2021-163300,ES-14020,90049.0,2021-09-15,S,2021-09-21
US-2021-164147,DW-13585,43229.0,2021-02-02,1,2021-02-05
CA-2018-100916,FH-14275,23602.0,2018-10-21,S,2018-10-26
CA-2018-100895,SV-20785,30076.0,2018-06-02,S,2018-06-06
US-2021-165358,SV-20365,19134.0,2021-07-18,S,2021-07-23
CA-2019-134747,DL-12925,46060.0,2019-10-12,2,2019-10-17
CA-2021-148264,LF-17185,90301.0,2021-12-08,1,2021-12-09
CA-2021-147844,DD-13570,90049.0,2021-05-02,S,2021-05-06
CA-2019-135853,CA-12775,48205.0,2019-12-11,1,2019-12-14
CA-2021-147452,CS-11845,98103.0,2021-09-30,1,2021-10-03
CA-2021-149559,KF-16285,90805.0,2021-09-11,0,2021-09-12
US-2021-154872,DP-13000,44105.0,2021-05-14,S,2021-05-18
CA-2018-104283,LM-17065,38671.0,2018-06-27,S,2018-07-01
