order_item_id,order_id,product_id,unit_price,unit_cost,quantity
2370,US-2020-129469,OFF-AR-10000315,3.07,2.3,2
2371,CA-2021-155152,TEC-AC-10004353,63.0,39.69,4
2372,CA-2020-159940,FUR-FU-10004973,18.84,10.93,8
2373,CA-2020-159940,OFF-FA-10000936,3.29,1.81,1
2374,CA-2020-159940,OFF-PA-10001609,3.29,1.78,9
2375,CA-2020-159940,FUR-CH-10000785,180.98,133.93,2
2376,CA-2021-119669,OFF-FA-10000053,1.89,1.85,3
2377,US-2018-164616,OFF-BI-10001718,63.98,33.91,4
2378,US-2018-164616,OFF-SU-10004768,5.74,4.02,2
2379,CA-2019-148628,OFF-PA-10003883,6.55,3.54,5
2380,CA-2020-118052,OFF-FA-10004248,4.51,2.75,2
2381,CA-2020-118052,OFF-PA-10002581,30.98,17.04,2
2382,CA-2020-118052,FUR-FU-10004848,9.77,6.16,7
2383,US-2021-117534,OFF-AP-10002403,44.01,32.57,4
2384,US-2021-117534,OFF-AR-10003087,1.78,1.28,9
2385,US-2021-117534,OFF-BI-10002026,58.1,30.79,4
2386,US-2021-117534,TEC-PH-10000141,65.99,48.83,4
2387,US-2021-117534,TEC-CO-10000971,299.99,209.99,2
2388,CA-2019-145065,OFF-FA-10001229,3.93,2.12,2
2389,CA-2019-145065,OFF-BI-10002437,15.28,7.79,2
2390,US-2019-127040,OFF-PA-10004255,6.48,3.37,1
2391,US-2019-127040,OFF-PA-10001184,5.98,3.05,7
2392,US-2019-127040,TEC-AC-10002637,179.99,169.19,9
2393,US-2019-127040,FUR-FU-10002878,28.48,17.94,4
2394,CA-2020-128111,OFF-AR-10000588,19.84,14.68,2
2395,CA-2019-137897,TEC-AC-10002217,18.8,17.67,2
2396,CA-2019-137897,TEC-AC-10001267,29.95,17.97,2
2397,CA-2019-137897,OFF-PA-10004041,7.4,4.07,5
2398,CA-2021-169264,OFF-LA-10001613,2.88,1.47,2
2399,CA-2021-169264,OFF-AR-10000246,2.78,2.06,6
2400,CA-2021-147361,OFF-ST-10001809,89.83,88.03,7
2401,CA-2021-147361,OFF-ST-10002214,11.29,8.35,5
2402,CA-2021-145877,OFF-ST-10000649,15.7,11.77,6
2403,CA-2021-145877,OFF-EN-10001990,5.68,3.01,5
2404,US-2020-110170,FUR-BO-10000780,200.98,168.82,7
2405,CA-2021-108574,TEC-AC-10002049,123.99,101.67,9
2406,CA-2021-108574,TEC-PH-10003555,22.99,22.53,7
2407,CA-2021-108574,TEC-PH-10000702,9.99,5.29,10
2408,CA-2021-144589,OFF-AR-10003631,4.84,3.24,5
2409,CA-2021-144589,TEC-PH-10003072,149.99,76.49,3
2410,CA-2021-155985,FUR-FU-10000758,26.48,16.95,8
2411,CA-2018-162684,OFF-FA-10000992,3.55,1.88,2
2412,CA-2019-142041,OFF-BI-10004187,1.88,0.98,5
2413,CA-2018-151295,OFF-PA-10001947,5.98,3.05,2
2414,CA-2018-151295,FUR-TA-10002356,262.11,199.2,3
2415,CA-2020-156300,FUR-CH-10001714,150.89,138.82,5
2416,CA-2019-146087,FUR-BO-10002824,150.98,120.78,2
2417,CA-2021-168655,TEC-AC-10002842,119.0,99.96,5
2418,CA-2021-168655,OFF-BI-10002082,33.28,16.64,3
2419,CA-2020-107202,TEC-MA-10000112,299.55,221.67,10
2420,CA-2021-159597,OFF-ST-10002289,31.78,30.19,2
2421,CA-2021-159597,TEC-AC-10004171,99.99,55.99,1
2422,CA-2020-155551,OFF-ST-10003656,95.99,93.11,3
2423,CA-2020-155551,OFF-PA-10001560,6.04,3.2,2
2424,US-2021-147669,TEC-AC-10002473,28.38,16.74,7
2425,US-2021-147669,OFF-BI-10000632,43.41,23.44,1
2426,US-2021-147669,FUR-TA-10002645,227.55,188.87,2
2427,US-2021-147669,OFF-FA-10002975,3.78,2.04,13
2428,CA-2020-169922,OFF-BI-10003784,1.68,0.87,4
2429,CA-2020-169922,OFF-BI-10001617,10.34,5.48,4
2430,CA-2020-169922,FUR-FU-10004415,4.48,3.09,7
2431,CA-2021-100748,OFF-LA-10000240,7.31,3.87,8
2432,CA-2021-129805,FUR-FU-10001935,3.7,2.18,2
2433,CA-2018-148586,FUR-CH-10002439,58.22,43.08,7
2434,US-2021-112613,TEC-PH-10001536,16.99,12.57,4
2435,CA-2019-154746,OFF-EN-10001532,16.98,8.49,2
2436,CA-2019-154746,OFF-AP-10003057,275.37,167.98,3
2437,CA-2021-140053,FUR-FU-10003708,60.65,47.91,9
2438,CA-2018-164210,FUR-TA-10000849,145.98,122.62,2
2439,CA-2018-164210,OFF-PA-10002259,11.19,5.82,4
2440,CA-2021-139948,FUR-FU-10002597,4.94,2.87,2
2441,CA-2020-146934,TEC-PH-10004614,69.0,51.75,5
2442,CA-2020-146934,FUR-TA-10003748,124.49,97.1,2
2443,CA-2020-146934,OFF-AP-10003217,165.71,122.63,4
2444,CA-2020-146934,TEC-AC-10002399,19.02,12.93,5
2445,CA-2020-146934,OFF-EN-10002973,4.48,2.33,6
2446,CA-2020-146934,TEC-PH-10001336,128.99,91.58,2
2447,CA-2019-100573,OFF-EN-10000461,8.74,4.63,2
2448,CA-2020-119165,FUR-CH-10000988,140.81,101.38,5
2449,CA-2019-128027,OFF-ST-10001809,89.83,88.03,3
2450,CA-2020-140207,OFF-BI-10003963,7.28,3.86,5
2451,CA-2021-140949,OFF-LA-10000081,3.75,1.95,5
2452,CA-2021-140949,TEC-PH-10000149,19.95,14.76,6
2453,CA-2021-140949,OFF-BI-10000605,3.81,2.02,3
2454,CA-2021-140949,TEC-AC-10002399,19.02,12.93,3
2455,CA-2021-140949,TEC-AC-10003038,8.95,7.25,8
2456,CA-2021-140949,OFF-ST-10000344,13.43,9.94,8
2457,CA-2021-140949,OFF-LA-10004093,7.31,3.87,1
2458,CA-2021-140949,OFF-AR-10001683,9.85,6.11,6
2459,CA-2021-140949,OFF-ST-10003455,15.51,11.48,3
2460,CA-2021-138548,OFF-AP-10002578,48.92,36.2,2
2461,CA-2019-142419,OFF-PA-10001763,9.99,5.49,3
2462,CA-2019-142419,OFF-BI-10001597,40.98,21.31,3
2463,CA-2021-148691,OFF-BI-10001524,20.98,10.91,5
2464,CA-2021-148691,OFF-BI-10001553,9.14,4.75,2
2465,CA-2021-148691,TEC-PH-10000576,136.99,100.0,1
2466,CA-2021-148691,OFF-LA-10001317,3.15,1.64,1
2467,CA-2021-128755,OFF-PA-10000726,9.11,5.01,1
2468,CA-2021-128755,OFF-ST-10003306,142.86,101.43,4
2469,CA-2021-128755,OFF-PA-10004983,6.48,3.37,5
2470,CA-2021-128755,OFF-ST-10001291,16.91,12.34,1
2471,US-2020-135923,FUR-FU-10002107,2.23,1.25,8
2472,US-2020-135923,FUR-BO-10002213,140.98,129.7,4
2473,US-2020-135923,OFF-AP-10000692,20.27,14.59,4
2474,CA-2020-114972,FUR-CH-10001190,135.99,123.75,2
2475,CA-2020-114972,TEC-AC-10000682,16.59,10.78,5
2476,CA-2020-114972,OFF-LA-10004545,12.53,6.64,7
2477,CA-2020-114972,OFF-AP-10003057,275.37,167.98,4
2478,CA-2021-102750,FUR-TA-10000198,550.98,473.84,3
2479,CA-2018-145212,OFF-AR-10002833,1.82,1.33,3
2480,CA-2021-141992,OFF-SU-10002557,13.98,10.35,1
2481,CA-2021-141992,OFF-ST-10003656,95.99,93.11,2
2482,CA-2021-147956,OFF-ST-10001097,167.27,167.27,6
2483,CA-2021-126067,TEC-PH-10000912,10.99,5.93,4
2484,CA-2021-126067,FUR-TA-10000617,227.55,177.49,5
2485,CA-2021-126067,OFF-BI-10001658,24.92,13.46,5
2486,CA-2021-126067,OFF-AR-10003856,2.78,2.06,2
2487,CA-2019-104514,OFF-ST-10001837,42.76,31.64,2
2488,CA-2019-104514,OFF-AR-10001473,3.28,2.39,3
2489,CA-2019-104514,OFF-PA-10004285,6.68,3.47,3
2490,CA-2019-141040,TEC-PH-10001835,157.99,82.15,4
2491,CA-2019-141040,OFF-PA-10002245,5.98,3.29,4
2492,CA-2018-113579,OFF-PA-10001457,15.04,8.12,6
2493,CA-2018-144624,TEC-PH-10002885,649.83,474.38,7
2494,CA-2020-146206,FUR-TA-10004086,85.98,67.06,5
2495,CA-2020-146206,TEC-PH-10000895,179.99,133.19,5
2496,CA-2018-136644,FUR-CH-10000225,80.98,76.93,8
2497,CA-2019-122371,OFF-ST-10002370,21.39,15.19,3
2498,CA-2019-122371,OFF-EN-10000056,62.23,32.98,2
2499,CA-2020-126935,OFF-BI-10004817,11.98,6.23,1
2500,US-2021-133781,OFF-EN-10004483,15.67,8.31,3
2501,CA-2021-131618,OFF-PA-10001892,7.64,3.9,2
2502,CA-2021-131618,OFF-BI-10000546,2.88,1.47,4
2503,CA-2021-131618,OFF-BI-10001294,11.7,6.44,4
2504,CA-2020-149482,OFF-LA-10000248,3.69,1.96,2
2505,CA-2018-143917,OFF-ST-10001228,13.43,9.67,4
2506,CA-2018-143917,OFF-SU-10000151,1637.53,1572.03,5
2507,CA-2018-143917,FUR-FU-10004351,9.74,5.45,8
2508,CA-2019-120397,OFF-AP-10001293,40.98,29.51,4
2509,CA-2021-163902,TEC-PH-10000675,81.99,60.67,3
2510,CA-2021-163902,TEC-AC-10000580,79.99,71.19,6
2511,CA-2020-136812,OFF-ST-10003470,279.48,265.51,4
2512,CA-2019-102722,TEC-AC-10003116,17.75,10.83,6
2513,CA-2021-155089,OFF-BI-10002429,30.44,15.83,5
2514,CA-2020-124506,TEC-AC-10003280,29.99,23.69,4
2515,CA-2020-124506,FUR-CH-10004540,34.28,25.02,2
2516,CA-2018-106572,OFF-ST-10000585,165.2,122.25,2
2517,CA-2018-128888,OFF-EN-10003001,83.98,44.51,9
2518,CA-2021-123134,FUR-FU-10003975,43.31,38.98,3
2519,CA-2020-124352,OFF-LA-10004559,2.88,1.47,7
2520,CA-2020-124352,OFF-LA-10003223,4.91,2.5,6
2521,CA-2020-124352,OFF-AP-10002651,289.53,205.57,3
2522,CA-2020-124352,OFF-PA-10003177,6.48,3.37,2
2523,CA-2020-124352,TEC-PH-10003442,5.5,4.12,1
2524,CA-2020-124352,OFF-BI-10000977,30.4,16.42,4
2525,CA-2019-124541,OFF-AR-10004078,5.84,4.09,9
2526,CA-2019-124541,TEC-AC-10002550,15.93,10.51,2
2527,CA-2019-124541,OFF-BI-10004965,11.5,6.32,3
2528,CA-2019-124541,OFF-BI-10004209,8.04,4.42,6
2529,CA-2019-124541,OFF-PA-10001526,4.98,2.54,2
2530,CA-2018-108707,OFF-PA-10000788,6.48,3.37,2
2531,CA-2018-111500,OFF-PA-10000595,22.84,12.33,5
2532,CA-2018-111500,OFF-BI-10000829,4.49,2.42,4
2533,CA-2018-111500,OFF-FA-10002676,1.81,1.16,7
2534,CA-2018-111500,TEC-AC-10000844,84.99,54.39,4
2535,US-2021-117723,OFF-ST-10004459,375.34,356.57,6
2536,CA-2019-143238,TEC-AC-10003499,11.58,7.06,4
2537,CA-2019-168746,FUR-CH-10000513,129.99,118.29,2
2538,CA-2019-168746,TEC-PH-10000895,179.99,133.19,4
2539,CA-2019-168746,TEC-PH-10002555,258.95,191.62,1
2540,CA-2019-113404,FUR-CH-10003312,280.98,261.31,6
2541,CA-2019-113404,FUR-CH-10004086,291.73,207.13,3
2542,CA-2020-144792,FUR-FU-10002759,19.98,12.79,7
2543,CA-2018-164385,OFF-AP-10002191,59.98,43.19,3
2544,US-2020-114174,FUR-BO-10003450,57.98,53.34,3
2545,US-2020-114174,OFF-LA-10000248,3.69,1.96,4
2546,CA-2021-108070,OFF-ST-10004804,51.48,50.97,4
2547,CA-2021-108070,FUR-BO-10001337,120.98,108.88,1
2548,US-2019-128090,OFF-AR-10002255,2.88,2.04,1
2549,US-2019-128090,TEC-PH-10002624,469.99,333.69,5
2550,US-2019-128090,OFF-PA-10001878,48.91,25.92,8
2551,US-2019-128090,OFF-LA-10000452,3.15,1.64,2
2552,CA-2021-101042,FUR-FU-10004665,136.98,101.37,6
2553,CA-2021-101042,OFF-BI-10000088,10.98,5.6,2
2554,CA-2020-155439,OFF-PA-10000029,6.48,3.37,4
2555,CA-2020-118626,TEC-PH-10000369,125.99,90.71,7
2556,CA-2019-111458,TEC-AC-10001590,25.0,19.0,2
2557,US-2020-126844,FUR-FU-10004909,16.16,10.5,8
2558,US-2019-112508,OFF-AP-10002287,4.37,3.23,2
2559,CA-2019-147788,FUR-BO-10004357,200.98,180.88,7
2560,CA-2019-147788,OFF-LA-10003766,3.15,1.64,5
2561,CA-2019-147788,OFF-ST-10000046,161.55,130.86,2
2562,CA-2019-144288,OFF-LA-10003190,2.88,1.47,4
2563,CA-2019-144288,OFF-PA-10002787,6.48,3.37,2
2564,CA-2019-110632,TEC-AC-10000387,15.02,12.32,1
2565,CA-2019-110632,OFF-ST-10001291,16.91,12.34,2
2566,CA-2021-109589,TEC-AC-10003116,17.75,10.83,4
2567,CA-2021-123967,OFF-BI-10001308,6.28,3.45,5
2568,CA-2021-123967,FUR-TA-10003954,296.18,269.52,9
2569,CA-2021-148929,OFF-ST-10003282,59.76,43.03,8
2570,CA-2021-134404,TEC-PH-10000576,136.99,100.0,2
2571,CA-2021-134404,OFF-AR-10004441,4.14,2.4,4
2572,CA-2021-109778,OFF-AR-10003759,1.82,1.0,2
2573,CA-2020-155845,TEC-AC-10004145,249.99,192.49,7
2574,CA-2021-145128,FUR-FU-10000293,105.29,98.97,5
2575,CA-2018-129091,OFF-EN-10004955,5.41,2.76,3
2576,CA-2018-129091,OFF-BI-10001071,63.98,32.63,5
2577,CA-2018-129091,OFF-EN-10001990,5.68,3.01,2
2578,CA-2018-129091,OFF-AP-10002734,225.04,128.27,3
2579,US-2018-155502,FUR-FU-10004587,20.94,10.68,3
2580,US-2018-155502,OFF-ST-10004337,61.24,61.24,8
2581,US-2018-155502,OFF-PA-10003072,6.48,3.37,3
2582,US-2018-155502,OFF-PA-10000380,8.34,4.17,2
2583,US-2018-155502,TEC-PH-10004833,11.95,11.95,13
2584,US-2018-155502,FUR-FU-10001847,4.14,2.65,3
2585,US-2018-155502,TEC-PH-10002103,93.99,67.67,2
2586,CA-2019-121041,OFF-EN-10001137,4.13,2.23,2
2587,CA-2021-131695,OFF-ST-10001476,35.51,25.92,7
2588,CA-2021-131695,FUR-FU-10002045,22.23,12.45,1
2589,CA-2020-137729,OFF-ST-10001505,5.98,4.96,1
2590,CA-2020-137729,TEC-PH-10001433,102.57,74.88,3
2591,US-2020-115455,FUR-FU-10004671,17.67,10.96,2
2592,US-2020-115455,FUR-TA-10003569,400.98,300.74,3
2593,CA-2021-128300,TEC-PH-10002807,39.55,19.77,2
2594,CA-2021-128300,OFF-BI-10001597,40.98,21.31,8
2595,CA-2021-149048,OFF-EN-10003296,90.48,49.76,2
2596,CA-2021-149048,OFF-BI-10004632,304.99,167.74,3
2597,CA-2021-149048,TEC-PH-10002310,195.99,143.07,3
2598,CA-2021-149048,OFF-ST-10000078,265.17,217.44,2
2599,CA-2021-149048,OFF-PA-10001752,4.98,2.54,3
2600,CA-2021-108553,OFF-AP-10000026,60.97,43.29,2
2601,CA-2021-108553,OFF-SU-10002573,17.53,12.27,7
2602,CA-2020-165848,OFF-PA-10000349,4.98,2.64,3
2603,CA-2020-165848,TEC-MA-10003356,449.95,328.46,3
2604,CA-2020-165848,FUR-BO-10000362,170.98,131.65,1
2605,CA-2020-165848,FUR-FU-10003878,15.28,10.08,4
2606,CA-2018-112718,OFF-BI-10000591,3.89,2.02,1
2607,CA-2020-154053,OFF-AR-10003727,16.99,12.06,1
2608,CA-2018-127446,TEC-AC-10001635,10.28,8.22,3
2609,CA-2018-127446,OFF-LA-10001317,3.15,1.64,1
2610,CA-2018-127446,FUR-TA-10000577,348.21,268.12,5
2611,CA-2018-127446,OFF-LA-10000248,3.69,1.96,2
2612,CA-2018-127446,OFF-PA-10000955,6.54,3.53,3
2613,CA-2018-127446,FUR-FU-10000221,5.08,3.35,3
2614,CA-2020-137204,FUR-CH-10002304,25.98,19.49,2
2615,CA-2018-147298,FUR-CH-10004886,95.95,69.08,3
2616,CA-2018-147298,OFF-BI-10001525,3.81,2.1,6
2617,CA-2021-147942,OFF-LA-10003663,2.89,1.53,2
2618,CA-2021-147942,OFF-BI-10001294,11.7,6.44,13
2619,CA-2021-115931,OFF-AR-10000369,1.39,1.03,3
2620,CA-2021-115931,TEC-PH-10001300,20.95,15.08,4
2621,CA-2021-115931,OFF-ST-10000876,12.44,8.96,3
2622,CA-2021-115931,OFF-LA-10001404,3.69,1.96,5
2623,CA-2018-164861,OFF-PA-10001972,6.48,3.37,4
2624,CA-2021-127180,TEC-CO-10004722,3499.99,1819.99,4
2625,CA-2021-127180,TEC-PH-10001494,299.95,218.96,8
2626,CA-2021-127180,OFF-EN-10002500,12.78,7.03,5
2627,CA-2021-127180,TEC-PH-10003800,52.99,52.46,1
2628,US-2021-165344,TEC-AC-10002399,19.02,12.93,4
2629,US-2021-165344,TEC-MA-10002210,310.95,226.99,7
2630,US-2021-165344,OFF-BI-10003196,3.74,1.87,10
2631,CA-2019-168186,OFF-PA-10000477,4.98,2.64,3
2632,US-2021-110604,FUR-FU-10000076,19.98,11.39,2
2633,US-2021-110604,FUR-CH-10002017,26.64,19.18,2
2634,US-2021-110604,FUR-CH-10004287,276.2,196.1,1
2635,CA-2019-116750,FUR-FU-10003829,3.08,2.09,2
2636,CA-2019-116750,OFF-BI-10004728,4.82,2.6,5
2637,CA-2019-162369,OFF-ST-10000046,161.55,130.86,2
2638,CA-2021-108441,OFF-PA-10000697,4.76,2.43,4
2639,CA-2021-108441,OFF-BI-10000848,5.47,2.95,3
2640,CA-2021-108441,OFF-AR-10004691,21.38,15.82,3
2641,CA-2021-108441,FUR-CH-10000595,238.4,178.8,4
2642,CA-2019-169740,TEC-AC-10000927,29.99,26.99,1
2643,CA-2020-124051,OFF-PA-10001289,38.76,19.77,6
2644,CA-2020-149111,TEC-PH-10003092,45.99,32.65,1
2645,CA-2020-149111,FUR-FU-10000206,2.91,1.54,8
2646,CA-2018-131002,FUR-FU-10004270,19.23,11.35,3
2647,CA-2018-131002,OFF-BI-10000948,14.27,7.56,3
2648,CA-2018-131002,OFF-PA-10000223,6.48,3.37,2
2649,CA-2018-131002,FUR-FU-10004665,136.98,101.37,6
2650,CA-2018-131002,TEC-PH-10000215,34.95,25.51,3
2651,US-2020-146794,FUR-BO-10004467,99.99,80.99,5
2652,CA-2021-112515,OFF-BI-10000829,4.49,2.42,3
2653,CA-2021-112515,OFF-BI-10003712,4.91,2.5,3
2654,CA-2021-112515,OFF-PA-10000062,54.96,28.03,3
2655,CA-2021-112515,FUR-BO-10003404,430.98,405.12,3
2656,CA-2021-112515,OFF-BI-10004233,15.99,8.31,2
2657,CA-2021-112515,OFF-ST-10001272,130.87,98.15,2
2658,CA-2021-112515,OFF-LA-10001175,2.88,1.47,5
2659,CA-2020-150343,OFF-EN-10004030,3.62,1.92,3
2660,CA-2019-135538,FUR-CH-10004287,276.2,196.1,4
2661,CA-2021-123372,TEC-PH-10002834,179.99,134.99,11
2662,CA-2021-123372,OFF-EN-10003055,39.98,21.99,2
2663,CA-2021-159604,OFF-BI-10003460,4.38,2.28,2
2664,CA-2020-164784,OFF-LA-10001569,4.98,2.69,1
2665,CA-2020-164784,FUR-TA-10004534,205.9,170.9,3
2666,CA-2020-164784,OFF-BI-10002954,4.57,2.38,2
2667,CA-2020-111794,TEC-AC-10003832,33.13,19.55,3
2668,CA-2020-111794,OFF-PA-10000474,35.44,18.78,1
2669,US-2019-139759,FUR-CH-10002774,50.98,36.2,1
2670,US-2019-139759,OFF-AP-10002765,26.49,19.07,4
2671,CA-2018-126403,OFF-PA-10001144,55.48,28.85,3
2672,CA-2018-126403,FUR-CH-10003761,130.98,95.62,6
2673,CA-2018-126403,OFF-PA-10004665,13.1,6.68,2
2674,CA-2018-126403,OFF-ST-10000078,265.17,217.44,5
2675,CA-2021-136875,OFF-PA-10000357,55.48,28.85,3
2676,CA-2021-132185,OFF-AR-10000422,2.19,1.6,5
2677,CA-2021-132185,OFF-AP-10001205,54.48,39.23,1
2678,US-2018-160780,OFF-BI-10001116,5.28,2.75,7
2679,US-2018-160780,OFF-BI-10002931,41.94,20.97,2
2680,CA-2021-127026,OFF-BI-10000546,2.88,1.47,5
2681,CA-2021-127026,TEC-AC-10002049,123.99,101.67,5
2682,CA-2021-127026,OFF-BI-10001196,22.38,11.86,4
2683,CA-2021-127026,TEC-MA-10002981,129.99,66.29,3
2684,CA-2021-127026,TEC-PH-10003601,164.99,115.49,1
2685,CA-2021-137085,OFF-BI-10000632,43.41,23.44,9
2686,CA-2020-133123,OFF-EN-10003055,39.98,21.99,3
2687,CA-2020-133123,OFF-BI-10001031,5.34,2.83,2
2688,US-2020-128195,OFF-BI-10002003,3.98,2.11,5
2689,CA-2019-153220,OFF-PA-10003016,3.14,1.73,5
2690,CA-2018-123064,OFF-AR-10004582,1.64,0.9,4
2691,CA-2021-156412,OFF-BI-10004364,5.94,3.27,3
2692,US-2020-144211,OFF-PA-10002246,6.45,3.29,3
2693,US-2020-144211,TEC-PH-10002890,45.24,33.48,3
2694,CA-2020-138079,FUR-FU-10001475,21.98,14.51,5
2695,CA-2018-143182,FUR-FU-10004270,19.23,11.35,1
2696,CA-2020-161662,OFF-PA-10003465,18.97,9.86,2
2697,CA-2018-145317,TEC-MA-10003626,410.65,209.43,4
2698,CA-2018-145317,TEC-MA-10002412,7546.16,4074.93,6
2699,CA-2018-145317,OFF-PA-10001804,6.68,3.47,4
2700,CA-2018-145317,OFF-AR-10003183,3.34,2.34,3
2701,CA-2018-145317,FUR-FU-10004270,19.23,11.35,2
2702,CA-2018-145317,OFF-FA-10003112,7.89,4.34,3
2703,CA-2018-145317,FUR-FU-10001986,50.98,35.69,3
2704,CA-2018-143413,OFF-PA-10002319,38.76,19.77,3
2705,CA-2021-156818,TEC-AC-10002323,22.1,19.23,6
2706,CA-2021-155873,OFF-SU-10001165,8.34,6.17,2
2707,CA-2021-155873,OFF-PA-10001246,6.48,3.37,3
2708,CA-2021-155873,OFF-PA-10001815,48.04,24.98,4
2709,CA-2019-121797,FUR-FU-10001876,32.48,20.79,7
2710,CA-2019-121797,TEC-MA-10000488,799.99,567.99,3
2711,US-2019-120572,OFF-BI-10001098,21.38,10.9,2
2712,CA-2021-132430,FUR-FU-10003577,14.34,9.18,4
2713,CA-2021-146031,OFF-AR-10002656,6.68,4.21,9
2714,CA-2018-110100,TEC-PH-10004531,125.99,88.19,3
2715,CA-2019-103723,OFF-AR-10003251,2.78,1.67,5
2716,CA-2018-127187,TEC-PH-10000673,64.99,33.79,2
2717,CA-2021-128475,TEC-AC-10000158,35.99,28.43,2
2718,CA-2018-100006,TEC-PH-10002075,125.99,89.45,3
2719,CA-2021-144827,OFF-ST-10004340,62.18,45.39,2
2720,CA-2018-110030,FUR-FU-10002759,19.98,12.79,3
2721,CA-2018-121286,OFF-FA-10000585,3.49,1.88,3
2722,CA-2018-121286,OFF-AP-10004859,14.56,10.63,5
2723,CA-2020-164735,OFF-ST-10001558,16.24,13.8,5
2724,CA-2018-153479,OFF-LA-10004689,2.89,1.53,5
2725,CA-2018-153479,OFF-BI-10002867,59.78,32.28,2
2726,CA-2021-149888,TEC-PH-10003811,119.99,86.39,5
2727,CA-2021-149888,FUR-TA-10000849,145.98,122.62,4
2728,CA-2021-119193,OFF-BI-10000848,5.47,2.95,1
2729,CA-2021-119193,TEC-PH-10003072,149.99,76.49,7
2730,CA-2021-104801,OFF-AR-10001547,2.21,1.61,3
2731,CA-2021-104801,TEC-AC-10001838,199.99,113.99,4
2732,CA-2021-104801,FUR-FU-10004017,107.53,86.02,1
2733,CA-2018-107594,TEC-PH-10002923,36.99,27.0,2
2734,CA-2018-107594,OFF-AR-10000716,5.58,3.4,1
2735,CA-2019-129770,OFF-PA-10000249,12.28,6.51,4
2736,CA-2019-115798,TEC-PH-10003691,125.99,94.49,3
2737,CA-2019-115798,OFF-PA-10001560,6.04,3.2,7
2738,CA-2019-115798,FUR-BO-10004467,99.99,80.99,3
2739,CA-2019-115798,TEC-PH-10001819,44.99,23.39,2
2740,CA-2021-122707,OFF-SU-10000157,119.31,116.92,4
2741,CA-2021-122707,TEC-AC-10004227,12.99,12.21,2
2742,CA-2020-165015,OFF-EN-10003134,11.68,5.84,5
2743,CA-2018-149244,FUR-FU-10004671,17.67,10.96,2
2744,CA-2019-140144,FUR-FU-10002253,42.94,26.19,6
2745,CA-2019-140144,TEC-PH-10002726,52.49,26.25,3
2746,CA-2021-163321,TEC-AC-10004571,99.99,57.99,1
2747,CA-2018-155887,FUR-TA-10002228,333.36,276.69,3
2748,US-2019-165449,TEC-AC-10004127,8.49,7.13,4
2749,CA-2019-110247,OFF-BI-10001553,9.14,4.75,3
2750,US-2018-141257,FUR-CH-10002758,243.98,170.79,3
2751,CA-2018-154669,OFF-ST-10000532,38.48,28.48,11
2752,CA-2018-158029,FUR-CH-10000988,140.81,101.38,2
2753,CA-2019-155306,OFF-AR-10003251,2.78,1.67,2
2754,CA-2019-155306,TEC-AC-10003174,107.79,64.67,3
2755,CA-2019-155306,TEC-PH-10002310,195.99,143.07,5
2756,CA-2019-155306,OFF-AP-10002651,289.53,205.57,5
2757,CA-2019-155306,OFF-PA-10001184,5.98,3.05,2
2758,CA-2020-127775,TEC-AC-10002402,79.99,55.99,3
2759,CA-2020-146171,FUR-FU-10004270,19.23,11.35,4
2760,CA-2020-146171,OFF-ST-10001526,120.33,89.04,4
2761,CA-2018-129574,OFF-PA-10002893,9.68,5.03,5
2762,CA-2021-126536,TEC-AC-10003709,0.99,0.55,1
2763,CA-2021-126536,OFF-BI-10001191,25.46,12.98,5
2764,CA-2021-165757,OFF-BI-10003166,11.48,5.97,3
2765,CA-2021-165757,OFF-BI-10003982,20.77,11.01,5
2766,CA-2021-165757,OFF-ST-10004835,5.58,4.13,2
2767,CA-2021-167752,OFF-AP-10000159,42.98,30.52,1
2768,CA-2021-167752,OFF-AP-10002945,300.65,201.44,8
2769,US-2019-122140,OFF-AP-10001242,80.48,56.34,2
2770,US-2019-122140,TEC-AC-10003038,8.95,7.25,7
2771,US-2019-122140,TEC-AC-10003289,19.99,15.39,3
2772,CA-2020-163986,OFF-ST-10000918,10.9,8.07,5
2773,CA-2021-158967,FUR-FU-10001940,7.96,4.46,3
2774,CA-2020-131576,OFF-BI-10002852,16.48,8.4,3
2775,CA-2021-143455,OFF-PA-10004451,6.48,3.37,2
2776,CA-2020-144729,OFF-ST-10004804,51.48,50.97,3
2777,CA-2019-127019,OFF-AP-10003971,10.89,8.06,7
2778,CA-2019-138534,FUR-BO-10003159,114.98,104.63,2
2779,CA-2021-108322,FUR-FU-10001935,3.7,2.18,8
2780,CA-2021-108322,TEC-AC-10003433,0.99,0.54,3
2781,CA-2021-167668,OFF-LA-10004544,14.8,7.4,4
2782,CA-2021-146724,OFF-AR-10001026,2.2,1.23,10
2783,CA-2020-139878,TEC-PH-10001336,128.99,91.58,2
2784,US-2020-106677,TEC-PH-10003187,19.99,19.99,2
2785,CA-2020-116974,TEC-PH-10004897,9.99,9.89,4
2786,CA-2019-149972,FUR-CH-10004997,187.98,150.38,4
2787,CA-2019-149972,OFF-FA-10002763,3.95,2.69,2
2788,US-2018-117744,FUR-FU-10001588,29.18,16.63,5
2789,US-2018-117744,OFF-AR-10000940,2.94,2.15,7
2790,US-2018-117744,FUR-FU-10002759,19.98,12.79,5
2791,CA-2018-125514,OFF-AP-10000358,12.98,9.22,2
2792,CA-2018-125514,OFF-AP-10003281,12.09,8.46,3
2793,CA-2018-125514,OFF-PA-10000029,6.48,3.37,1
2794,CA-2018-154599,TEC-PH-10001557,95.99,70.07,14
